"","iso3c","X","country","WGI_aver","WH","WBI_aver","NRR","share20","gdpcapita","inverse","noOECD","PEPE","Y_N_P17","YperH","ilo_pubemp","govcons","migr_pop","NRR2","pubemp_cit","MJH","bickhours","YonH","log_nrr2","log_YonH","AIC","AIC_H","AIC_HnoR","logAIC","logY17","logWH","rent_capita","log_rentcapita","NRR07","lognrr07","Y_P_20Y","logY_P_20Y","Y_P_20YperH","logyperh20y","logAIC_H","pub_NRR07","logpub_NRR07","logPEPE","wgi7_10","PEPE100","refyear","gdppc_e9ry","ln_gdppc_e9ry","q_e9ry","t1_e9ry","t2_e9ry","coreDummy","hwp_a_all","hwp_a_young","hwp_a_prime","hwp_a_old","hwp_m_all","hwp_m_young","hwp_m_prime","hwp_m_old","hwp_f_all","hwp_f_young","hwp_f_prime","hwp_f_old","er_a_all","er_a_young","er_a_prime","er_a_old","er_m_all","er_m_young","er_m_prime","er_m_old","er_f_all","er_f_young","er_f_prime","er_f_old","hwe_a_all","hwe_a_young","hwe_a_prime","hwe_a_old","hwe_m_all","hwe_m_young","hwe_m_prime","hwe_m_old","hwe_f_all","hwe_f_young","hwe_f_prime","hwe_f_old","hwp_a_non_young_edu1","hwp_a_all_edu1","hwp_a_prime_edu1","hwp_a_old_edu1","hwp_m_prime_edu1","hwp_m_old_edu1","hwp_f_prime_edu1","hwp_f_old_edu1","hwp_a_non_young_edu2","hwp_a_all_edu2","hwp_a_prime_edu2","hwp_a_old_edu2","hwp_m_prime_edu2","hwp_m_old_edu2","hwp_f_prime_edu2","hwp_f_old_edu2","hwp_a_non_young_edu3","hwp_a_all_edu3","hwp_a_prime_edu3","hwp_a_old_edu3","hwp_m_prime_edu3","hwp_m_old_edu3","hwp_f_prime_edu3","hwp_f_old_edu3","hwp_a_non_young_edu5","hwp_a_all_edu5","hwp_a_prime_edu5","hwp_a_old_edu5","hwp_m_prime_edu5","hwp_m_old_edu5","hwp_f_prime_edu5","hwp_f_old_edu5","er_a_non_young_edu1","er_a_all_edu1","er_a_prime_edu1","er_a_old_edu1","er_m_prime_edu1","er_m_old_edu1","er_f_prime_edu1","er_f_old_edu1","er_a_non_young_edu2","er_a_all_edu2","er_a_prime_edu2","er_a_old_edu2","er_m_prime_edu2","er_m_old_edu2","er_f_prime_edu2","er_f_old_edu2","er_a_non_young_edu3","er_a_all_edu3","er_a_prime_edu3","er_a_old_edu3","er_m_prime_edu3","er_m_old_edu3","er_f_prime_edu3","er_f_old_edu3","er_a_non_young_edu5","er_a_all_edu5","er_a_prime_edu5","er_a_old_edu5","er_m_prime_edu5","er_m_old_edu5","er_f_prime_edu5","er_f_old_edu5","hwe_a_non_young_edu1","hwe_a_all_edu1","hwe_a_prime_edu1","hwe_a_old_edu1","hwe_m_prime_edu1","hwe_m_old_edu1","hwe_f_prime_edu1","hwe_f_old_edu1","hwe_a_non_young_edu2","hwe_a_all_edu2","hwe_a_prime_edu2","hwe_a_old_edu2","hwe_m_prime_edu2","hwe_m_old_edu2","hwe_f_prime_edu2","hwe_f_old_edu2","hwe_a_non_young_edu3","hwe_a_all_edu3","hwe_a_prime_edu3","hwe_a_old_edu3","hwe_m_prime_edu3","hwe_m_old_edu3","hwe_f_prime_edu3","hwe_f_old_edu3","hwe_a_non_young_edu5","hwe_a_all_edu5","hwe_a_prime_edu5","hwe_a_old_edu5","hwe_m_prime_edu5","hwe_m_old_edu5","hwe_f_prime_edu5","hwe_f_old_edu5","hwe_a_all_ind1","hwe_a_all_ind2","hwe_a_all_ind3","hwe_a_all_ind5","hwp_a_all_USweights","hwp_a_non_young_US_eduwgt","hwp_a_non_young_USage_edu","hwe_a_non_young_US_indwgt","hwe_a_all_US_indwgt","hwp_a_15_19","hwp_a_20_24","hwp_a_25_29","hwp_a_30_34","hwp_a_35_39","hwp_a_40_44","hwp_a_45_49","hwp_a_50_54","hwp_a_55_59","hwp_a_60_64","hwp_a_65_69","hwp_a_70_74","hwp_a_75_79","hwp_a_80_84","hwp_a_85plus","hwp_a_25_34","hwp_a_35_44","hwp_a_45_54","hwp_a_55_64","hwp_a_65_74","hwp_a_75_84","hwp_a_25_34_edu1","hwp_a_25_34_edu2","hwp_a_25_34_edu3","hwp_a_35_44_edu1","hwp_a_35_44_edu2","hwp_a_35_44_edu3","hwp_a_45_54_edu1","hwp_a_45_54_edu2","hwp_a_45_54_edu3","hwp_a_55_64_edu1","hwp_a_55_64_edu2","hwp_a_55_64_edu3","hwp_a_65_74_edu1","hwp_a_65_74_edu2","hwp_a_65_74_edu3","hwp_a_75_84_edu1","hwp_a_75_84_edu2","hwp_a_75_84_edu3","hwp_a_85plus_edu1","hwp_a_85plus_edu2","hwp_a_85plus_edu3","sh_mwj_ws_hr_all","sh_wj_emp","sh_na_emp","sh_wj_ws","sh_mwjse_ws_hr_all","q_o9ry","gdppc_o9ry","ln_gdppc_o9ry","robustDummy","n","N_adults","year"
"113","LCA",113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.010776587,-4.441641871,14030.33003,9.54897669598449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","LIE",114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009372459,-4.568601159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","LKA",115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.193905777,-1.635239032,9222.896619,9.12944443413029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","LSO",116,"Lesotho",NA,NA,NA,NA,NA,NA,NA,NA,0.26111909,2302.726692,NA,NA,0.268220084,0.321418448,4.69495477,NA,NA,25.99198341,1.703725526,1.546701451,0.532817339,3018.564955,2.233354998,2.128499991,8.012536817,7.741849218,3.25778816,108.1119767,"4.683167511",4.951750177,1.599943014,2265.390692,7.72550251399151,1.67610162441946,0.516470635316801,0.803504938278775,1.29299650012558,0.257735491380754,-1.34277869220021,NA,26.111909,2008,2085.73754882812,7.64287757873535,1,8.40285968780518,9.71706771850586,0,20.9563217163086,14.2001523971558,27.5869274139404,15.5775623321533,25.9919834136963,18.5889263153076,32.6781768798828,21.7361068725586,16.4286117553711,9.84767246246338,22.8733406066895,11.580153465271,0.492854923009872,0.297509253025055,0.640330970287323,0.476778894662857,0.575086951255798,0.374620854854584,0.715881526470184,0.61532074213028,0.418743908405304,0.221099987626076,0.57011491060257,0.38669416308403,42.520263671875,47.7301216125488,43.0822944641113,32.6725082397461,45.1966133117676,49.6206398010254,45.6474647521973,35.3248405456543,39.2330741882324,44.5394515991211,40.1205787658691,29.9465427398682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.2740020751953,NA,NA,NA,NA,10.0190057754517,18.8509979248047,25.3820476531982,29.392692565918,29.2159938812256,28.2668018341064,28.178596496582,26.6568908691406,22.5923900604248,20.2780303955078,17.8524303436279,10.9111194610596,9.00276947021484,5.37071466445923,3.45912885665894,27.0694770812988,28.7754821777344,27.4914836883545,21.5741577148438,14.5364570617676,7.86099052429199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2570.4072265625,7.85181951522827,2,0.164021164178848,32799,2008
"117","LTU",117,"Lithuania",0.762845407,39.1,0.247882121,1,42.75,13243.672,0.147866754,0,0.280448572,25961.28041,12.76868012,0.3212082,0.26281221,5.509949512,0.548304051,0.339938648,NA,22.54989243,22.14003433,-0.599103164,3.097387478,24753.41829,21.10995768,20.99421092,10.11671887,10.16436149,3.115730296,142.3467522,"4.958265998",0.477005722,-0.738132576,25391.68151,10.1421768997606,21.6542748048932,3.07520288553013,3.04974485712113,0.133775573570729,-2.00414430188845,-1.27136491485748,9.237154593,28.0448572,2005,16177.6826171875,9.69138813018799,2,8.40285968780518,9.71706771850586,1,19.0161399841309,7.37382984161377,30.2095050811768,7.73974084854126,22.5498924255371,9.47556686401367,32.9779510498047,11.1682815551758,16.0552082061768,5.19329452514648,27.5989856719971,5.64698076248169,0.515691518783569,0.211470082402229,0.808518826961517,0.220494568347931,0.577014267444611,0.247509434819221,0.832300424575806,0.305520862340927,0.46430915594101,0.174079552292824,0.786093890666962,0.168595060706139,36.8750305175781,34.8693771362305,37.3640098571777,35.1017303466797,39.0803031921387,38.2836608886719,39.6226539611816,36.5548896789551,34.5787010192871,29.8328800201416,35.1090202331543,33.4943428039551,6.51230382919312,5.31217002868652,21.1207160949707,2.81616544723511,23.5431957244873,4.80820465087891,17.3860473632812,1.7996072769165,26.0651073455811,23.6299114227295,30.4551601409912,12.6926050186157,33.3419456481934,16.349573135376,27.4817886352539,10.0226268768311,28.4280471801758,28.20627784729,32.3837547302246,15.1587553024292,36.2336921691895,18.4364681243896,29.8169536590576,12.6126184463501,21.5437412261963,19.0161399841309,30.2095050811768,7.73974084854126,32.9779510498047,11.1682815551758,27.5989856719971,5.64698076248169,0.181964159011841,0.150186076760292,0.579840362071991,0.0812957733869553,0.624168992042542,0.135179594159126,0.511500179767609,0.0537982992827892,0.685325264930725,0.624649286270142,0.795116722583771,0.350890547037125,0.834449410438538,0.43700098991394,0.754604279994965,0.288020700216293,0.802711844444275,0.79604160785675,0.906724810600281,0.453803658485413,0.920691847801208,0.517396986484528,0.897412836551666,0.404404193162918,0.58173942565918,0.515691518783569,0.808518826961517,0.220494568347931,0.832300424575806,0.305520862340927,0.786093890666962,0.168595060706139,35.7889366149902,35.3705902099609,36.4250526428223,34.640983581543,37.7192649841309,35.5690116882324,33.990306854248,33.4510078430176,38.0331916809082,37.8290863037109,38.3027534484863,36.1725463867188,39.9568214416504,37.4131240844727,36.4188079833984,34.7982864379883,35.4150085449219,35.4331703186035,35.7150840759277,33.4037742614746,39.354850769043,35.6331176757812,33.2254600524902,31.1881504058838,37.033317565918,36.8750305175781,37.3640098571777,35.1017303466797,39.6226539611816,36.5548896789551,35.1090202331543,33.4943428039551,34.673225402832,38.6236763000488,36.5328140258789,36.8750305175781,20.3362655639648,26.0801906585693,24.1603698730469,37.1215629577637,36.9385528564453,0.912905275821686,14.401967048645,28.1186237335205,30.2606048583984,31.6472110748291,32.2851867675781,29.7978477478027,28.4683628082275,23.1209182739258,12.077787399292,2.65555596351624,1.18076777458191,0.073470912873745,0,0.0556466802954674,29.2290363311768,31.9801139831543,29.1936893463135,17.660041809082,1.97364330291748,0.0441373065114021,22.6721668243408,29.7049789428711,30.9325160980225,23.125883102417,32.1062164306641,33.3526229858398,17.0753574371338,29.0693531036377,33.5232009887695,11.3116626739502,19.0196552276611,23.410680770874,0.958307683467865,2.54433083534241,6.8871545791626,0.0140228159725666,NA,0.345478773117065,NA,0.23968368768692,1.18512308597565,0.0876379460096359,0.828402936458588,0,0.828402996063232,0,3,15233.0576171875,9.63122272491455,2,0.703703701496124,40232,2005
"118","LUX",118,"Luxembourg",1.713782992,40.3,0.288857203,0,39.79375,105254.8056,0.129638078,0,0.311423345,107922.3348,51.4994917,0.117318436,0.142716381,35.25690586,0.045917216,0.1812061,NA,NA,NA,-3.059370592,NA,37851.67174,NA,NA,10.54143043,11.58916713,NA,49.55493158,"3.903081783",0.014645127,-4.157595784,107194.9652,11.582404560098,NA,NA,NA,0.00456083443828982,-5.19200710315124,-1.16660205450523,8.286217008,31.1423345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","LVA",119,"Latvia",0.657909008,41.2,0.231776758,1,42.77142857,12767.82201,0.150197307,0,0.256910538,23062.02722,10.76457581,0.318941513,0.254867142,15.85371055,1.283505677,0.379032178,NA,25.23474312,17.57499656,0.250373957,2.866477242,19107.67702,14.56148476,14.37458727,9.857845471,10.0459427,3.22822174,296.0024286,"5.690367659",0.957817829,-0.042054181,22699.86086,10.0301140739353,17.2989985946499,2.85064861512603,2.67838001284414,0.246073493754382,-1.39806944104776,-1.35902735585551,9.342090992,25.6910538,2005,15073.904296875,9.62071990966797,2,8.40285968780518,9.71706771850586,1,21.089994430542,12.8287906646729,31.9902591705322,9.49461841583252,25.2347431182861,15.8551740646362,35.1223907470703,13.1429004669189,17.7373657226562,9.70073223114014,29.0958709716797,7.40672731399536,0.515730798244476,0.321514546871185,0.770595252513885,0.245201945304871,0.589155972003937,0.380266636610031,0.80576103925705,0.326918870210648,0.456338167190552,0.26078861951828,0.738098740577698,0.198435828089714,40.8934173583984,39.9011192321777,41.5136985778809,38.7216262817383,42.8320236206055,41.6948852539062,43.5890884399414,40.2023315429688,38.8689079284668,37.197681427002,39.4200248718262,37.325553894043,14.007399559021,10.9045829772949,24.1099796295166,7.21212339401245,28.4570598602295,10.0976305007935,17.1238784790039,5.19853687286377,27.5455322265625,26.4479389190674,32.6006011962891,13.6213617324829,35.7810745239258,17.6296367645264,29.5387535095215,11.1614904403687,30.3889217376709,30.3666496276855,34.8373603820801,19.8968162536621,39.1622695922852,22.8116149902344,32.3670272827148,17.8701705932617,25.2975311279297,22.8279190063477,31.9902591705322,12.3567380905151,35.1223907470703,15.7039375305176,29.0958709716797,10.1580333709717,0.350117564201355,0.274408280849457,0.593786001205444,0.186219409108162,0.678345382213593,0.259345978498459,0.457892388105392,0.135189637541771,0.65725189447403,0.632494866847992,0.770838379859924,0.344378381967545,0.810774922370911,0.427740663290024,0.732391357421875,0.293219119310379,0.775888681411743,0.777937233448029,0.878222644329071,0.534523546695709,0.916239798069,0.577646136283875,0.85650771856308,0.5045405626297,0.616694211959839,0.558229684829712,0.770595252513885,0.319117218255997,0.80576103925705,0.390622556209564,0.738098740577698,0.272146880626678,40.0077018737793,39.7385330200195,40.6038208007812,38.7291717529297,41.9506950378418,38.9349784851074,37.3971672058105,38.4536628723145,41.9101600646973,41.8152618408203,42.2923965454102,39.5534744262695,44.1319465637207,41.2157135009766,40.3319244384766,38.065357208252,39.1665992736816,39.0348320007324,39.6680297851562,37.223461151123,42.7423782348633,39.4906387329102,37.7895355224609,35.418701171875,41.0211906433105,40.8934173583984,41.5136985778809,38.7216262817383,43.5890884399414,40.2023315429688,39.4200248718262,37.325553894043,41.2183570861816,41.6741523742676,40.4934539794922,40.8934173583984,22.7445659637451,28.1997680664062,26.0884647369385,40.9298133850098,40.7501220703125,3.63521957397461,22.8298759460449,30.4662532806396,31.5928001403809,33.1505088806152,33.9178352355957,32.8546447753906,29.5743789672852,24.9659328460693,13.56960105896,6.17924404144287,2.56678605079651,0,0,0,31.0383014678955,33.5530815124512,31.3250160217285,19.2337284088135,4.59299421310425,0,23.9434680938721,32.810375213623,32.6870727539062,25.485990524292,33.4707183837891,36.3764152526855,23.5524425506592,31.5034637451172,35.5171051025391,13.6458511352539,19.3090515136719,26.6760692596436,3.13985157012939,4.6368522644043,9.35957050323486,NA,NA,NA,NA,NA,NA,0.0356246344745159,0.885266840457916,0,0.885266840457916,0,2,14874.14453125,9.60737991333008,2,0.693121671676636,18639,2005
"120","MAC",120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000919396,-6.255744726,104172.6191,11.5538046012179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","MAF",121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","MAR",122,"Morocco",NA,NA,NA,NA,NA,NA,NA,NA,0.204728675,6193.971017,NA,0.088209729,0.170703289,0.210116698,1.980168665,0.088395463,NA,NA,NA,0.683686905,NA,4902.477679,NA,NA,8.497496005,8.731331681,NA,122.6510732,"4.809343521",0.807522,-0.212547389,6102.904849,8.716520141566,NA,NA,NA,0.16532290909335,-1.79382414464409,-1.58606971307724,NA,20.4728675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","MCO",123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-6.907755279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
